house_id,neighborhood,area,bedrooms,bathrooms,style,price
5722,A,222,1,0,lodge,67223
1543,A,1810,4,2,victorian,461435
833,A,962,2,1,ranch,250895
1612,B,3031,5,3,victorian,1507126
1105,C,2342,5,3,victorian,593523
6271,B,1903,4,2,victorian,950870
4021,B,2473,5,3,victorian,1232032
7408,B,1475,3,2,ranch,739782
4123,A,4476,6,4,victorian,1122907
4272,A,1844,4,2,ranch,469867
2344,A,1491,3,2,ranch,382239
5448,C,1306,3,2,ranch,336359
2771,C,189,1,0,lodge,59039
606,C,1198,2,1,ranch,309423
7635,A,3938,6,4,victorian,989483
5580,A,1544,3,2,lodge,395383
7451,B,2049,4,2,victorian,1022848
242,A,1460,3,2,ranch,374551
3772,C,1906,4,2,lodge,485243
2398,A,2041,4,2,victorian,518723
5897,C,1265,3,2,ranch,326191
487,A,1927,4,2,ranch,490451
535,A,2703,4,2,lodge,682899
7614,A,3950,5,3,victorian,992307
6933,A,1279,3,2,ranch,329663
4582,B,3162,5,3,victorian,1571709
1433,C,42,1,0,lodge,22583
1742,C,181,1,0,lodge,57055
729,A,3559,6,4,victorian,895491
2006,A,2412,4,2,victorian,610731
5777,C,3213,5,3,victorian,809531
7819,B,1459,3,2,ranch,731894
5034,A,1664,4,2,ranch,425227
6625,A,3401,5,3,victorian,856155
4835,B,2290,4,2,victorian,1141661
1042,B,1107,3,2,ranch,558358
7377,C,911,2,1,lodge,238247
3288,C,3170,5,3,victorian,798867
4619,C,2668,5,3,victorian,674371
6870,A,2222,4,2,victorian,563611
679,B,3547,5,3,victorian,1761514
1698,C,1386,3,2,victorian,356199
4764,A,3346,5,3,victorian,842515
2096,A,1303,3,2,ranch,335615
4734,A,1127,3,2,lodge,291967
2657,B,1332,2,1,lodge,669131
7044,B,3548,5,3,victorian,1762007
7430,C,2590,5,3,victorian,655027
1365,B,3348,5,3,victorian,1663407
3778,B,2881,5,3,ranch,1433176
7726,B,3071,5,3,ranch,1526846
5327,A,2428,4,2,victorian,614699
4086,B,1213,3,2,victorian,610616
963,C,3396,5,3,victorian,854915
7235,B,1787,4,2,victorian,893682
2791,B,624,0,0,lodge,319851
1405,A,1017,0,0,lodge,264299
4677,A,4092,6,4,victorian,1027675
6202,A,1105,3,2,ranch,286511
6886,C,1331,2,1,ranch,342407
3327,C,1606,2,1,lodge,410607
384,A,4960,7,4,victorian,1243023
2365,C,1891,4,2,victorian,481523
6694,C,3435,6,4,victorian,864739
1288,B,2978,5,3,victorian,1480997
1084,B,446,0,0,lodge,232097
2220,C,1277,2,1,lodge,329015
5938,C,1726,3,2,victorian,440519
6216,B,968,2,1,lodge,489679
7274,A,3455,5,3,victorian,869547
2751,A,1145,3,2,ranch,296431
3696,B,1382,3,2,victorian,693933
3668,C,3713,6,4,victorian,933683
4302,A,3286,5,3,victorian,827635
6069,C,1226,3,2,ranch,316519
1195,C,2509,4,2,victorian,634787
6827,A,1813,4,2,ranch,462179
1209,B,2173,6,4,victorian,1084284
7590,C,1185,2,1,ranch,306199
1168,C,1400,3,2,lodge,359671
5718,B,1368,2,1,ranch,686879
4719,C,1281,2,1,ranch,330007
6906,A,2056,4,2,ranch,522443
1059,A,1051,3,2,victorian,273119
2812,C,1107,2,1,lodge,286855
4143,C,792,2,1,lodge,208735
1986,C,2852,5,3,victorian,720003
3356,C,2017,4,2,victorian,512771
7860,B,4569,6,4,victorian,2265512
7826,C,3347,5,3,victorian,842763
3896,A,2162,4,2,victorian,548731
5021,C,3093,5,3,victorian,779771
7553,A,3287,5,3,victorian,827883
566,C,2176,4,2,ranch,552203
5231,B,2764,5,3,victorian,1375495
485,B,393,1,0,lodge,206052
6929,A,1351,3,2,ranch,347519
1681,B,2147,4,2,ranch,1071162
3764,A,4018,7,4,victorian,1009407
4205,B,3961,5,3,ranch,1965616
7291,A,880,0,0,lodge,230323
582,B,957,3,2,ranch,484408
5861,B,2925,5,3,victorian,1454868
716,A,2778,4,2,ranch,701499
7637,A,1088,2,1,ranch,282143
7511,B,3534,5,3,victorian,1755105
4293,C,1530,4,2,ranch,391995
5376,A,2089,4,2,victorian,530627
4222,A,1948,4,2,ranch,495659
5428,B,978,2,1,lodge,494609
4511,C,3568,6,4,victorian,897723
2514,C,787,0,0,lodge,207259
4739,B,3335,5,3,victorian,1656998
3976,B,726,0,0,lodge,370137
4681,C,1395,4,2,victorian,358515
4727,B,6363,7,4,victorian,3150038
1045,A,1678,3,2,ranch,428615
4858,C,4340,5,3,victorian,1089027
637,B,1842,4,2,ranch,920797
4795,A,1066,3,2,lodge,276839
7016,A,5431,7,4,victorian,1359831
6242,C,3789,5,3,victorian,952379
3009,A,2308,5,3,victorian,585091
6085,A,3042,5,3,victorian,767123
7780,B,3061,5,3,victorian,1521916
7198,A,2481,4,2,victorian,627843
6743,A,2116,4,2,ranch,537323
3038,C,1255,2,1,lodge,323559
2624,B,2582,4,2,victorian,1285617
4699,B,5454,8,5,victorian,2702053
5724,A,1943,4,2,victorian,494419
4684,B,1224,3,2,victorian,616039
989,A,625,0,0,lodge,167083
3407,A,39,1,0,lodge,21839
4494,A,3932,5,3,victorian,987843
7820,B,1033,3,2,victorian,521876
2361,C,1840,4,2,ranch,468875
1888,C,3273,5,3,victorian,824411
5727,A,1270,2,1,ranch,327279
2498,C,3896,6,4,victorian,979067
854,A,3969,6,4,victorian,997171
1317,A,1519,4,2,victorian,389267
7733,A,3230,5,3,victorian,813747
226,B,4768,7,4,victorian,2363703
2370,B,956,3,2,ranch,483915
589,C,1965,4,2,victorian,499875
5349,A,732,0,0,lodge,193619
5880,A,1699,4,2,ranch,433907
7878,C,1283,3,2,ranch,330655
7828,C,1723,4,2,ranch,439859
7875,C,3770,5,3,victorian,947667
4957,A,3120,5,3,victorian,786467
1548,A,2849,5,3,victorian,719259
7966,C,3580,5,3,victorian,900547
3519,C,1436,3,2,victorian,368599
6853,C,1059,0,0,lodge,274715
2835,C,3345,5,3,ranch,842267
2146,B,51,1,0,lodge,37446
1280,B,1382,3,2,ranch,693933
3688,C,1230,2,1,lodge,317359
2099,A,1603,4,2,victorian,410099
5582,B,48,1,0,lodge,35967
7667,C,2663,4,2,ranch,672979
7320,B,4890,6,4,victorian,2423765
3033,A,1776,4,2,ranch,453003
4367,A,3095,5,3,victorian,780267
1826,A,3857,7,4,victorian,969479
6051,A,1333,3,2,ranch,343055
6955,B,2067,4,2,victorian,1031722
5572,A,3117,5,3,victorian,785723
7273,C,1398,3,2,ranch,359175
7921,C,1171,2,1,ranch,302727
7724,C,2077,4,2,ranch,527651
1858,B,2349,4,2,ranch,1170748
2109,B,3731,6,4,victorian,1852378
1728,C,3425,5,3,victorian,862107
3140,A,3377,5,3,victorian,850203
913,B,2182,4,2,victorian,1088417
7051,A,2865,5,3,victorian,723227
6444,C,4898,7,4,victorian,1227647
3247,C,1919,4,2,victorian,488467
6369,B,1224,2,1,ranch,615887
4985,A,3458,5,3,victorian,870291
5212,B,5942,7,4,victorian,2942485
5761,B,2046,4,2,victorian,1021369
4888,B,3373,5,3,ranch,1675732
3901,C,1209,3,2,ranch,312303
6422,C,260,1,0,lodge,76647
3661,A,3517,6,4,victorian,885075
2903,A,1391,3,2,ranch,357439
7896,B,145,1,0,lodge,83788
279,C,3362,5,3,victorian,846483
5457,C,4709,8,5,victorian,1180927
3144,B,1181,3,2,ranch,594840
5425,B,1908,4,2,ranch,953335
5734,A,1277,4,2,ranch,329251
7660,B,1234,4,2,ranch,621053
1397,B,1361,3,2,ranch,683580
860,A,3077,7,4,victorian,776039
515,A,3034,5,3,ranch,765139
6239,B,3285,6,4,victorian,1632500
6244,B,1106,3,2,victorian,557865
6763,A,248,1,0,lodge,73671
6814,C,2106,4,2,ranch,534843
766,B,44,1,0,lodge,33995
6923,A,1561,3,2,victorian,399599
3371,A,2842,6,4,victorian,717675
7361,B,1279,6,4,victorian,643542
1465,A,3523,5,3,victorian,886411
1320,A,534,0,0,lodge,144515
1618,B,1486,3,2,ranch,745205
4420,C,410,1,0,lodge,113847
382,A,1617,4,2,victorian,413571
5170,A,3084,5,3,ranch,777539
5507,A,2626,5,3,victorian,663955
1033,A,3035,6,4,victorian,765539
210,C,1262,2,1,lodge,325295
1178,B,1282,3,2,victorian,644633
4601,B,3619,5,3,victorian,1797010
374,A,4063,5,3,victorian,1020331
1917,B,1161,3,2,ranch,584980
2159,B,3654,6,4,victorian,1814417
2392,B,1154,3,2,ranch,581529
1215,A,3351,5,3,victorian,843755
2543,B,3588,5,3,victorian,1781727
5242,B,2552,4,2,victorian,1270827
7548,A,1139,2,1,ranch,294791
7757,B,3887,6,4,victorian,1929286
4545,A,1795,4,2,victorian,457715
2044,B,3569,5,3,victorian,1772360
3176,C,922,2,1,ranch,240975
5422,B,3543,6,4,victorian,1759694
7199,A,4814,6,4,victorian,1206731
3632,B,3585,5,3,victorian,1780248
7585,C,1826,4,2,victorian,465403
2855,B,1446,3,2,lodge,725485
4628,C,1495,3,2,ranch,383231
6687,B,1484,3,2,ranch,744219
3283,A,3572,5,3,victorian,898563
2670,C,285,1,0,lodge,82847
3000,C,340,1,0,lodge,96487
4348,B,2294,4,2,victorian,1143633
2158,A,972,0,0,lodge,253139
4164,A,3427,6,4,victorian,862755
7286,A,3594,6,4,victorian,904171
7043,B,2105,4,2,ranch,1050456
509,C,3695,5,3,victorian,929067
600,A,2379,4,2,victorian,602547
3224,A,3394,5,3,victorian,854419
2222,A,1895,4,2,ranch,482515
4514,A,1134,3,2,ranch,293703
5280,C,1941,4,2,ranch,493923
736,C,2123,4,2,victorian,539059
3695,B,1162,2,1,ranch,585321
4385,B,1016,2,1,ranch,513343
4189,B,969,2,1,lodge,490172
891,A,3316,5,3,victorian,835075
2801,B,1010,3,2,ranch,510537
6759,B,3433,5,3,victorian,1705312
1410,B,1374,3,2,ranch,689989
2606,C,2007,4,2,ranch,510291
4568,A,959,2,1,lodge,250151
1716,C,3360,6,4,victorian,846139
4130,A,1961,4,2,victorian,498883
7555,C,1079,2,1,lodge,279911
7000,B,1320,3,2,ranch,663367
7071,B,4471,6,4,victorian,2217198
7240,A,6490,8,5,victorian,1622615
5699,A,1741,3,2,ranch,444239
793,B,1063,2,1,ranch,536514
470,C,3861,5,3,victorian,970235
7584,A,5697,8,5,victorian,1425951
1961,A,3179,5,3,victorian,801099
5124,B,40,1,0,lodge,32023
4095,A,1867,4,2,victorian,475571
5027,A,1376,2,1,ranch,353567
3569,A,1355,3,2,ranch,348511
3681,C,1144,3,2,lodge,296183
2321,B,1278,2,1,lodge,642509
7882,B,1132,3,2,victorian,570683
7078,C,4489,6,4,victorian,1126131
3704,B,4502,5,3,victorian,2232329
3311,A,1101,2,1,victorian,285367
4593,B,2235,4,2,victorian,1114546
217,A,3659,5,3,victorian,920139
922,A,912,2,1,lodge,238495
4197,A,80,1,0,lodge,32007
1932,B,4341,5,3,victorian,2152956
5366,B,1402,3,2,ranch,703793
6241,A,3256,5,3,victorian,820195
4899,C,1250,3,2,ranch,322471
7404,B,1007,2,1,lodge,508906
1657,C,3529,6,4,victorian,888051
488,A,3994,6,4,victorian,1003371
2764,B,458,0,0,lodge,238013
1759,A,1836,4,2,victorian,467883
1301,B,914,2,1,ranch,463057
3189,C,1329,3,2,lodge,342063
4002,B,1364,2,1,ranch,684907
1882,B,625,0,0,lodge,320344
3961,A,4032,5,3,victorian,1012643
6232,B,3227,5,3,victorian,1603754
4951,C,0,1,0,lodge,12167
4388,B,1879,4,2,victorian,939038
7106,A,1139,3,2,ranch,294943
5921,B,4268,5,3,victorian,2116967
4316,C,2430,4,2,victorian,615195
1775,B,3289,5,3,victorian,1634320
368,A,1692,4,2,victorian,432171
5392,B,1799,4,2,victorian,899598
909,B,4953,7,4,victorian,2454908
2860,B,6081,8,5,victorian,3011164
3381,B,56,1,0,lodge,39911
4847,C,1074,2,1,lodge,278671
784,C,1275,2,1,ranch,328519
726,C,2996,5,3,victorian,755715
369,B,3802,5,3,victorian,1887229
1939,A,1515,3,2,victorian,388191
1522,A,1171,4,2,ranch,302963
7123,B,1153,2,1,victorian,580884
1557,B,2102,4,2,ranch,1048977
4181,B,3549,5,3,victorian,1762500
2564,A,3353,5,3,victorian,844251
711,A,1058,3,2,lodge,274855
7917,B,1175,3,2,lodge,591882
2417,B,2615,4,2,victorian,1301886
6711,A,3758,5,3,victorian,944691
5850,C,1298,3,2,ranch,334375
3771,B,2603,4,2,ranch,1295970
1213,B,599,0,0,lodge,307526
4022,C,1042,2,1,ranch,270735
7029,A,2615,6,4,victorian,661379
4936,B,1329,3,2,ranch,667804
5083,C,1445,4,2,ranch,370915
1023,B,3103,5,3,victorian,1542622
591,A,3609,5,3,victorian,907739
3045,A,535,0,0,lodge,144763
7967,C,1189,3,2,victorian,307343
6742,C,2083,4,2,victorian,529139
6055,C,1534,3,2,ranch,392903
1129,A,1234,2,1,lodge,318351
1514,B,277,0,0,lodge,148780
7297,B,1387,2,1,ranch,696246
6409,B,1796,4,2,ranch,898119
7496,B,1551,3,2,victorian,777250
1688,A,362,0,0,lodge,101859
1186,B,1024,2,1,lodge,517287
3805,A,1466,2,1,lodge,375887
3926,B,4556,6,4,victorian,2259103
5885,B,2352,4,2,ranch,1172227
1802,B,1066,2,1,lodge,537993
367,C,3157,5,3,victorian,795643
6217,A,2637,4,2,victorian,666531
586,A,2174,4,2,victorian,551707
4808,B,1206,2,1,ranch,607013
1840,A,1308,2,1,ranch,336703
7808,C,3303,5,3,victorian,831851
4479,A,1087,2,1,lodge,281895
4583,A,84,1,0,lodge,32999
6589,A,3151,5,3,victorian,794155
647,C,249,1,0,lodge,73919
1905,B,1329,2,1,lodge,667652
2886,C,1334,3,2,ranch,343303
6087,C,1651,4,2,victorian,422003
6707,B,3148,5,3,victorian,1564807
5497,C,1487,2,1,ranch,381095
5627,B,1574,2,1,lodge,788437
3430,C,3541,5,3,victorian,890875
7799,B,2477,6,4,victorian,1234156
1021,B,2254,4,2,victorian,1123913
3939,C,1501,4,2,ranch,384803
6674,A,2182,4,2,victorian,553691
6331,B,3044,5,3,ranch,1513535
6561,B,1026,3,2,lodge,518425
4634,B,979,3,2,ranch,495254
3554,A,292,1,0,lodge,84583
1978,B,3255,6,4,victorian,1617710
5511,C,2056,4,2,ranch,522443
642,C,1721,4,2,victorian,439363
7918,C,3549,6,4,victorian,893011
813,C,4224,5,3,victorian,1060259
3532,B,3665,5,3,victorian,1819688
4722,C,4376,8,5,victorian,1098343
6445,B,1333,2,1,lodge,669624
1519,C,103,1,0,lodge,37711
2567,B,1288,2,1,lodge,647439
5487,C,3025,5,3,victorian,762907
5873,C,1245,3,2,victorian,321231
5842,B,996,3,2,ranch,503635
1710,B,1804,4,2,victorian,902063
4646,B,1905,4,2,victorian,951856
4557,A,1004,2,1,victorian,261311
6631,A,2143,4,2,victorian,544019
2307,B,3505,6,4,victorian,1740960
7292,C,976,3,2,victorian,254519
4754,C,1163,3,2,ranch,300895
7843,C,1226,3,2,ranch,316519
1160,B,2037,4,2,victorian,1016932
6927,A,4084,5,3,victorian,1025539
1881,A,3209,5,3,victorian,808539
5914,C,3577,5,3,victorian,899803
1911,A,1118,2,1,lodge,289583
241,B,1944,4,2,ranch,971083
5020,C,758,0,0,lodge,200067
7203,C,1399,3,2,lodge,359423
2108,A,1239,3,2,ranch,319743
687,C,3454,5,3,victorian,869299
7018,A,1597,3,2,ranch,408527
2202,A,1303,2,1,lodge,335463
6805,B,195,1,0,lodge,108438
387,A,198,1,0,lodge,61271
4550,C,2592,4,2,ranch,655371
7639,C,1783,4,2,ranch,454739
6056,B,2321,4,2,ranch,1156944
3307,C,1402,2,1,ranch,360015
3722,A,377,1,0,lodge,105663
451,A,1420,3,2,ranch,364631
4407,C,1758,3,2,ranch,448455
3531,B,3196,5,3,victorian,1588471
2444,C,2148,4,2,ranch,545259
3195,C,3085,5,3,victorian,777787
3128,B,2370,4,2,ranch,1181101
7892,B,3009,5,3,victorian,1496280
4962,A,1335,3,2,ranch,343551
3415,C,855,3,2,ranch,224511
741,B,1573,3,2,lodge,788096
3816,C,3277,5,3,victorian,825403
1078,A,1614,2,1,lodge,412591
1757,C,4427,6,4,victorian,1110755
6451,A,1064,2,1,lodge,276191
3475,A,1864,4,2,ranch,474827
2876,A,1197,3,2,ranch,309327
2043,A,2241,4,2,victorian,568323
5011,A,3746,5,3,victorian,941715
685,C,2936,6,4,victorian,740987
1676,B,3445,5,3,victorian,1711228
1707,C,1209,3,2,lodge,312303
3596,B,1328,3,2,ranch,667311
1770,A,1285,2,1,ranch,330999
5189,B,1310,3,2,victorian,658437
5121,B,1717,4,2,ranch,859172
1457,A,1685,4,2,ranch,430435
786,A,1199,2,1,lodge,309671
2140,C,936,2,1,lodge,244447
1699,C,1125,2,1,ranch,291319
5503,C,1684,4,2,victorian,430187
2189,A,253,1,0,lodge,74911
3653,B,2147,4,2,victorian,1071162
6150,B,1239,3,2,victorian,623434
7991,B,51,1,0,lodge,37446
7839,A,2517,4,2,victorian,636771
2885,A,23,1,0,lodge,17871
1689,C,25,1,0,lodge,18367
5078,B,4712,6,4,victorian,2336011
1575,B,2214,4,2,ranch,1104193
3815,C,1330,3,2,ranch,342311
7987,C,3175,6,4,victorian,800259
1920,B,1615,3,2,ranch,808802
7038,C,931,2,1,ranch,243207
7948,A,2936,5,3,victorian,740835
6659,C,2195,4,2,ranch,556915
6542,C,2041,4,2,ranch,518723
791,C,2765,6,4,victorian,698579
1645,A,2729,5,3,victorian,689499
4611,A,2297,4,2,ranch,582211
5739,C,2129,4,2,victorian,540547
7323,A,1396,2,1,ranch,358527
1669,C,3316,5,3,victorian,835075
6189,C,3604,5,3,victorian,906499
3068,A,1111,2,1,lodge,287847
2509,A,900,2,1,lodge,235519
3021,A,1601,2,1,lodge,409367
2805,B,1807,4,2,victorian,903542
3401,B,1362,4,2,ranch,684157
2561,A,2737,6,4,victorian,691635
7984,A,2025,4,2,victorian,514755
3465,B,1935,4,2,victorian,966646
3394,B,1903,4,2,victorian,950870
1359,B,2044,4,2,ranch,1020383
7876,B,1710,4,2,victorian,855721
4299,B,1256,2,1,ranch,631663
7693,A,99,1,0,lodge,36719
2446,B,1799,4,2,ranch,899598
727,A,3968,6,4,victorian,996923
7867,B,3847,6,4,victorian,1909566
6798,C,305,1,0,lodge,87807
981,C,2605,5,3,ranch,658747
1636,B,1241,3,2,victorian,624420
1739,A,2025,4,2,victorian,514755
4121,C,1220,3,2,lodge,315031
5913,A,4131,5,3,victorian,1037195
2941,A,1164,2,1,ranch,300991
381,A,1166,3,2,ranch,301639
1163,C,430,1,0,lodge,118807
6363,A,1128,2,1,victorian,292063
2550,A,4368,7,4,victorian,1096207
2964,B,1104,0,0,lodge,556491
274,C,1294,3,2,ranch,333383
6418,B,1206,3,2,ranch,607165
581,C,2117,4,2,victorian,537571
6829,C,871,0,0,lodge,228091
6346,A,3682,5,3,victorian,925843
6434,C,2109,4,2,victorian,535587
1915,A,1944,4,2,ranch,494667
2303,A,853,2,1,lodge,223863
1577,B,1351,2,1,lodge,678498
5305,C,3427,5,3,victorian,862603
7442,A,1624,4,2,victorian,415307
3709,B,2519,4,2,victorian,1254558
5313,C,1758,4,2,victorian,448539
2814,B,1959,4,2,lodge,978478
371,C,2201,4,2,ranch,558403
1991,B,1172,3,2,victorian,590403
5869,C,4214,6,4,victorian,1057931
2727,B,1261,2,1,lodge,634128
4530,B,292,1,0,lodge,156259
5213,A,1569,3,2,ranch,401583
1896,C,4728,8,5,victorian,1185639
6196,C,1759,3,2,victorian,448703
5760,C,2220,4,2,victorian,563115
5025,C,1403,3,2,ranch,360415
3437,A,1411,3,2,ranch,362399
969,A,3627,6,4,victorian,912355
4441,B,1180,3,2,ranch,594347
6965,B,3102,6,4,victorian,1542281
224,C,1963,4,2,ranch,499379
6629,B,3225,5,3,ranch,1602768
977,B,954,3,2,victorian,482929
2267,A,1153,3,2,victorian,298415
7695,B,1148,3,2,victorian,578571
5456,B,1245,3,2,ranch,626392
1550,C,1509,3,2,lodge,386703
601,A,1745,4,2,victorian,445315
2438,B,916,2,1,lodge,464043
1750,C,3313,5,3,victorian,834331
902,B,1874,4,2,ranch,936573
864,B,2945,6,4,victorian,1464880
5700,A,1195,3,2,victorian,308831
542,B,2912,5,3,ranch,1448459
5374,C,4026,6,4,victorian,1011307
518,A,1508,4,2,ranch,386539
3438,C,1822,4,2,ranch,464411
4380,C,2935,5,3,victorian,740587
7349,B,3283,5,3,victorian,1631362
3749,C,1238,3,2,ranch,319495
4404,B,1171,3,2,victorian,589910
895,B,76,1,0,lodge,49771
1170,B,2569,5,3,victorian,1279360
4897,A,1884,4,2,ranch,479787
4399,A,1899,4,2,ranch,483507
4556,B,2587,5,3,victorian,1288234
4717,B,2853,5,3,victorian,1419372
4905,B,3372,6,4,victorian,1675391
4626,B,1316,3,2,lodge,661395
1735,B,2725,5,3,victorian,1356268
5129,B,3612,5,3,victorian,1793559
468,A,678,0,0,lodge,180227
1389,B,741,0,0,lodge,377532
6860,C,1639,4,2,victorian,419027
6147,C,1260,3,2,victorian,324951
7701,B,1819,4,2,ranch,909458
866,B,1874,4,2,ranch,936573
5625,A,3132,5,3,victorian,789443
2936,C,2633,5,3,victorian,665691
2215,B,1309,2,1,lodge,657792
1567,B,3252,5,3,victorian,1616079
3306,A,901,3,2,ranch,235919
256,A,3862,6,4,victorian,970635
6815,C,1603,4,2,victorian,410099
7230,A,314,1,0,lodge,90039
1027,C,1593,4,2,ranch,407619
5714,B,1183,3,2,ranch,595826
418,C,967,2,1,ranch,252135
4941,B,1600,4,2,ranch,801491
2655,B,2241,4,2,victorian,1117504
4697,C,1275,3,2,victorian,328671
4922,B,113,1,0,lodge,68012
6607,B,3300,5,3,victorian,1639743
7594,C,2382,5,3,victorian,603443
2507,B,3980,5,3,victorian,1974983
3517,A,1166,2,1,lodge,301487
6075,B,2104,4,2,ranch,1049963
7959,B,2875,5,3,victorian,1430218
1725,C,3573,6,4,victorian,898963
4450,C,1912,4,2,victorian,486731
7012,A,3526,5,3,victorian,887155
5471,B,1497,2,1,lodge,750476
232,A,1833,4,2,ranch,467139
3609,B,1849,4,2,ranch,924248
6079,B,3632,5,3,victorian,1803419
1254,A,1826,3,2,ranch,465319
1228,C,332,1,0,lodge,94503
1717,A,1359,3,2,ranch,349503
7920,B,1435,3,2,victorian,720062
5567,B,1212,2,1,ranch,609971
3679,A,7322,8,5,victorian,1828951
3062,A,31,1,0,lodge,19855
6813,C,2491,4,2,victorian,630323
4534,C,2039,4,2,ranch,518227
220,A,1229,3,2,ranch,317263
2556,B,2571,4,2,victorian,1280194
1200,B,1082,2,1,ranch,545881
3735,B,3717,5,3,victorian,1845324
4414,B,1170,2,1,ranch,589265
7795,B,3830,6,4,victorian,1901185
6600,A,4390,6,4,victorian,1101579
4418,B,1328,3,2,ranch,667311
1449,A,1718,4,2,victorian,438619
410,B,2670,5,3,victorian,1329153
857,A,2364,4,2,victorian,598827
4538,A,5828,8,5,victorian,1458439
584,B,3854,6,4,victorian,1913017
2481,B,2069,4,2,victorian,1032708
6721,B,1233,3,2,victorian,620476
7435,C,3066,6,4,victorian,773227
4521,C,2216,4,2,victorian,562123
2466,B,3775,6,4,victorian,1874070
4060,A,1273,3,2,victorian,328175
2785,A,1469,3,2,victorian,376783
6378,B,2756,6,4,victorian,1371703
6095,A,1456,3,2,victorian,373559
4598,A,1288,3,2,victorian,331895
6692,C,2886,6,4,victorian,728587
973,A,1515,3,2,victorian,388191
814,B,3720,5,3,victorian,1846803
7765,C,2149,4,2,victorian,545507
7143,B,1862,4,2,ranch,930657
3768,C,1047,2,1,ranch,271975
2191,C,1096,2,1,lodge,284127
935,C,1393,2,1,ranch,357783
3487,A,3795,6,4,victorian,954019
322,B,919,2,1,lodge,465522
3125,B,1331,3,2,ranch,668790
6992,A,1793,4,2,ranch,457219
5642,A,3688,5,3,victorian,927331
7325,C,78,1,0,lodge,31511
6529,C,1114,2,1,lodge,288591
1877,B,958,0,0,lodge,484513
6928,A,1421,2,1,ranch,364727
1321,A,1326,3,2,ranch,341319
3204,C,946,0,0,lodge,246691
6295,B,2664,4,2,ranch,1326043
6749,A,2241,4,2,victorian,568323
1853,A,1676,3,2,ranch,428119
2831,C,1134,2,1,ranch,293551
3705,C,1300,3,2,ranch,334871
3873,B,1619,4,2,ranch,810858
2745,B,139,1,0,lodge,80830
4919,B,2062,4,2,ranch,1029257
6478,B,2010,4,2,victorian,1003621
1503,A,2754,4,2,victorian,695547
3148,A,2825,6,4,victorian,713459
7030,A,105,1,0,lodge,38207
3682,B,1551,2,1,lodge,777098
6633,B,3421,5,3,victorian,1699396
4058,A,5015,7,4,victorian,1256663
1824,A,2274,4,2,ranch,576507
4458,A,120,1,0,lodge,41927
6834,B,1198,2,1,lodge,603069
6137,C,974,2,1,ranch,253871
1752,B,1259,3,2,ranch,633294
7423,A,2141,4,2,victorian,543523
1272,C,3352,5,3,victorian,844003
3276,C,959,3,2,ranch,250303
2080,B,1378,3,2,ranch,691961
4826,B,1133,2,1,lodge,571024
7598,B,3712,5,3,victorian,1842859
4571,C,1326,2,1,lodge,341167
7464,A,2412,5,3,victorian,610883
2956,A,1822,4,2,ranch,464411
3526,C,2156,4,2,victorian,547243
3051,C,3230,5,3,victorian,813747
1237,C,1748,4,2,ranch,446059
2325,B,2310,4,2,ranch,1151521
6810,B,1460,3,2,ranch,732387
4692,B,2717,6,4,victorian,1352476
3536,A,1021,2,1,ranch,265527
1803,B,991,2,1,ranch,501018
1643,C,1162,3,2,victorian,300647
1058,B,3072,5,3,victorian,1527339
3406,C,2295,6,4,victorian,582019
1453,B,2251,4,2,ranch,1122434
3726,B,1614,3,2,ranch,808309
3056,B,3266,5,3,victorian,1622981
7612,A,4091,7,4,victorian,1027511
2288,B,2249,4,2,victorian,1121448
2939,B,5838,7,4,victorian,2891213
4559,B,2142,4,2,ranch,1068697
7153,B,1071,2,1,lodge,540458
638,C,1007,0,0,lodge,261819
4043,A,2576,6,4,victorian,651707
2413,B,2314,4,2,ranch,1153493
7381,A,1387,3,2,ranch,356447
5234,B,2236,4,2,victorian,1115039
4370,C,1770,4,2,ranch,451515
252,A,4573,6,4,victorian,1146963
3716,A,1883,4,2,ranch,479539
6429,C,1377,2,1,lodge,353815
1296,A,2624,6,4,victorian,663611
2157,A,1169,2,1,ranch,302231
4149,B,1605,3,2,lodge,803872
1009,B,3859,5,3,victorian,1915330
945,B,1920,4,2,victorian,959251
2705,C,3996,5,3,victorian,1003715
754,B,1283,2,1,ranch,644974
6722,A,2002,4,2,ranch,509051
3742,B,3388,5,3,victorian,1683127
7840,C,1452,2,1,lodge,372415
1741,A,1288,2,1,ranch,331743
733,C,2253,4,2,victorian,571299
2075,A,3666,5,3,victorian,921875
4309,A,2004,4,2,victorian,509547
3928,B,838,2,1,lodge,425589
3558,A,1893,4,2,ranch,482019
5588,C,1439,2,1,lodge,369191
2777,A,3221,5,3,victorian,811515
2486,B,1390,2,1,lodge,697725
6111,B,1926,4,2,ranch,962209
7399,C,1360,2,1,lodge,349599
3197,B,3709,5,3,ranch,1841380
6457,A,3607,6,4,victorian,907395
547,A,162,1,0,lodge,52343
5080,B,1444,2,1,ranch,724347
2115,A,1459,3,2,victorian,374303
1525,B,3686,5,3,victorian,1830041
430,A,919,0,0,lodge,239995
2411,B,66,1,0,lodge,44841
5797,A,2217,4,2,ranch,562371
3159,B,3571,5,3,victorian,1773346
3106,B,1235,2,1,lodge,621310
6996,B,1454,3,2,victorian,729429
5707,B,1003,3,2,ranch,507086
6762,B,2783,6,4,victorian,1385014
6441,B,2099,4,2,victorian,1047498
3857,B,3435,5,3,victorian,1706298
6050,A,1462,2,1,lodge,374895
