positionId,positionName,companyId,companyLogo,companySize,industryField,financeStage,companyLabelList,firstType,secondType,thirdType,skillLables,positionLables,industryLables,createTime,formatCreateTime,district,businessZones,salary,workYear,jobNature,education,positionAdvantage,imState,lastLogin,publisherId,approve,subwayline,stationname,linestaion,latitude,longitude,hitags,resumeProcessRate,resumeProcessDay,score,newScore,matchScore,matchScoreExplain,query,explain,isSchoolJob,adWord,plus,pcShow,appShow,deliver,gradeDescription,promotionScoreExplain,isHotHire,count,aggregatePositionIds,famousCompany
6792091,高级数据分析师,23252,i/image3/M01/6D/8A/CgpOIF5d1piAU7tmAABDGqZK96M961.png,500-2000人,移动互联网,上市公司,"['包午餐晚餐', '奖金多多多', '零食下午茶', '全员出国游']",产品|需求|项目类,数据分析,数据分析,"['BI', '数据分析', 'SQL', 'SPSS']","['移动互联网', 'BI', '数据分析', 'SQL', 'SPSS']","['移动互联网', 'BI', '数据分析', 'SQL', 'SPSS']",2020/3/14 21:28,2天前发布,西湖区,"['西溪', '古荡', '文新']",30000,3-5年,全职,本科,福利好，年轻有活力，行业前景好,today,2020/3/16 09:34,11948446,1,2号线,丰潭路,2号线_古翠路;2号线_丰潭路;2号线_文新,30.287754,120.112217,,60,1,2,0,0.3895032,,,,0,0,,0,0,0,,,0,0,[],FALSE
6496980,数据分析师-Lark,62,i/image2/M01/79/0A/CgoB5ltr2A-AM5SFAADbT9jQCn841.jpeg,2000人以上,文娱丨内容,C轮,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",产品|需求|项目类,数据分析,其他数据分析,[],['数据分析'],['数据分析'],2020/3/15 18:27,1天前发布,余杭区,,30000,3-5年,全职,本科,六险一金，弹性工作，免费三餐，租房补贴,today,2020/3/16 09:59,12810647,1,,,,30.280703,120.001845,,0,0,2,0,0.5687632,,,,0,0,,0,0,0,,,0,0,[],TRUE
6095231,数据分析师-企业SaaS应用,62,i/image2/M01/79/0A/CgoB5ltr2A-AM5SFAADbT9jQCn841.jpeg,2000人以上,文娱丨内容,C轮,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",产品|需求|项目类,数据分析,其他数据分析,[],['数据分析'],['数据分析'],2020/3/15 19:13,1天前发布,余杭区,,40000,3-5年,全职,本科,六险一金，弹性工作，免费三餐，租房补贴,today,2020/3/16 09:59,12810647,1,,,,30.280703,120.001845,,0,0,2,0,0.50900984,,,,0,0,,0,0,0,,,0,0,[],TRUE
6597345,资深数据分析师,57350,i/image2/M01/95/DD/CgoB5l2cSM-AVH-kAAAubX5FXXw514.jpg,500-2000人,移动互联网,A轮,"['岗位晋升', '年度旅游', '年底双薪', '午餐补助']",产品|需求|项目类,数据分析,数据分析,"['BI', '数据分析', '数据运营', 'SPSS']","['BI', '数据分析', '数据运营', 'SPSS']",[],2020/3/15 19:43,1天前发布,西湖区,['西湖'],30000,3-5年,全职,大专,"六险一金,餐饮补贴,双休,出国旅游",today,2020/3/15 19:43,13222601,1,2号线,古翠路,2号线_学院路;2号线_古翠路,30.278061,120.126316,,97,1,1,0,0.5023706,,,,0,0,,0,0,0,,,0,0,[],FALSE
6655791,数据分析,289890,i/image2/M01/4E/1B/CgoB5l0M5vmAa4c_AADXJUtS5FU923.png,500-2000人,其他,未融资,[],产品|需求|项目类,数据分析,数据分析,['数据分析'],[],[],2020/3/10 11:16,2020/3/10,拱墅区,,30000,1-3年,全职,本科,数据分析,threeDays,2020/3/13 11:13,4097927,1,,,,30.303565,120.144162,,0,0,1,0,1.8240006,,,,0,0,,0,0,0,,,0,0,[],FALSE
6456921,数据分析专家,738016,i/image2/M01/57/0E/CgotOV0bHuaAL1cGAAAj_SDTz90508.jpg,50-150人,"电商,数据服务",未融资,[],开发|测试|运维类,数据开发,数据分析,"['数据挖掘', '数据仓库', '数据分析', 'ETL']","['数据挖掘', '数据仓库', '数据分析', 'ETL']",[],2020/3/15 14:22,1天前发布,余杭区,,50000,5-10年,全职,本科,氛围好、薪资优渥,today,2020/3/15 22:36,13102487,1,,,,30.285094,120.018,,100,1,1,0,0.5422072,,,,0,0,,0,0,0,,,0,0,[],FALSE
6888169,奔驰耀出行-战略数据分析师,751158,i/image3/M01/64/93/Cgq2xl48z2mAeYRoAAD6Qf_Jeq8574.JPG,150-500人,移动互联网,不需要融资,[],产品|需求|项目类,数据分析,数据分析,"['商业', '数据分析']","['商业', '数据分析']",[],2020/3/15 20:15,1天前发布,滨江区,['西兴'],42500,1-3年,全职,不限,公司平台好、氛围nice,today,2020/3/15 20:36,3870625,1,1号线,滨和路,1号线_滨和路;1号线_江陵路;1号线_滨和路;1号线_江陵路,30.208562,120.219225,,63,1,1,0,0.38950393,,,,0,0,,0,0,0,,,0,0,[],FALSE
6813626,资深数据分析专员,165939,i/image3/M01/65/71/CgpOIF5CFp2ACoo9AAD3IkKwlv8861.png,150-500人,数据服务,不需要融资,"['年底双薪', '带薪年假', '午餐补助', '定期体检']",开发|测试|运维类,数据开发,数据分析,['数据分析'],['数据分析'],[],2020/3/15 12:21,1天前发布,余杭区,,30000,3-5年,全职,不限,阿里旗下、大数据,today,2020/3/15 13:13,8519805,1,,,,30.281507,120.018621,,1,1,1,0,0.440405,,,,0,0,,0,0,0,,,0,0,[],FALSE
6785139,数据分析师,665061,,50-150人,企业服务,B轮,[],开发|测试|运维类,数据开发,数据分析,"['ETL', '数据分析']","['大数据', '新零售', 'ETL', '数据分析']","['大数据', '新零售', 'ETL', '数据分析']",2020/3/15 16:06,1天前发布,余杭区,,29000,3-5年,全职,本科,牛人团队 成长空间 期权激励 独当一面,today,2020/3/15 18:32,5495904,0,,,,30.279813,120.01752,,0,0,1,0,0.49573228,,,,0,0,,0,0,0,,,0,0,[],FALSE
6818950,资深数据分析师,165939,i/image3/M01/65/71/CgpOIF5CFp2ACoo9AAD3IkKwlv8861.png,150-500人,数据服务,不需要融资,"['年底双薪', '带薪年假', '午餐补助', '定期体检']",开发|测试|运维类,数据开发,数据分析,['数据分析'],['数据分析'],[],2020/3/15 12:21,1天前发布,余杭区,,30000,5-10年,全职,不限,阿里旗下、大数据,today,2020/3/15 13:13,8519805,1,,,,30.281507,120.018621,,1,1,1,0,0.40720865,,,,0,0,,0,0,0,,,0,0,[],FALSE
5269002,数据建模工程师,50576,i/image3/M01/5D/96/Cgq2xl4JnW6ACNWHAADfUD76I-Y727.jpg,150-500人,"移动互联网,游戏",A轮,"['带薪年假', '五险一金', '双休', '午餐补助']",开发|测试|运维类,数据开发,建模,"['数据仓库', '数据分析', '数据处理']","['数据仓库', '数据分析', '数据处理']",[],2020/3/11 17:40,2020/3/11,西湖区,,37500,不限,全职,本科,行业领先 牛人多 福利丰厚,disabled,2020/3/13 16:46,7407129,1,2号线,丰潭路,2号线_古翠路;2号线_丰潭路,30.29182,120.11657,,0,0,1,0,0.36300454,,,,0,0,,0,0,0,,,0,0,[],FALSE
6767669,数据分析专员,92417,i/image2/M01/8D/4F/CgotOVubIIyAf-V6AAATZUEbKhM951.png,2000人以上,"移动互联网,广告营销",上市公司,"['节日礼物', '股票期权', '带薪年假', '岗位晋升']",产品|需求|项目类,数据分析,数据分析,['数据分析'],['数据分析'],[],2020/3/14 15:10,2天前发布,拱墅区,,30000,1-3年,全职,不限,"股票期权,绩效奖金,弹性工作,五险一金",threeDays,2020/3/16 09:20,10854887,1,,,,30.336361,120.113116,,30,1,1,0,0.46032283,,,,0,0,,0,0,0,,,0,0,[],FALSE
6718750,旅游大数据分析师（杭州）,122019,i/image/M00/1A/4A/CgqKkVb583WABT4BAABM5RuPCmk968.png,50-150人,"数据服务,企业服务",A轮,"['年底双薪', '股票期权', '午餐补助', '定期体检']",开发|测试|运维类,数据开发,数据治理,"['数据分析', '数据处理']","['旅游', '大数据', '数据分析', '数据处理']","['旅游', '大数据', '数据分析', '数据处理']",2020/3/12 16:38,2020/3/12,上城区,"['湖滨', '吴山']",30000,1-3年,全职,本科,管理扁平 潜力项目 五险一金 周末双休,sevenDays,2020/3/13 08:48,11347630,1,2号线,中河北路,1号线_定安路;1号线_龙翔桥;1号线_凤起路;1号线_定安路;1号线_龙翔桥;1号线_凤起路;2号线_中河北路;2号线_凤起路,30.254169,120.164651,,3,0,1,0,0.8267557,,,,0,0,,0,0,0,,,0,0,[],FALSE
6655562,数据分析建模工程师,117422215,i/image2/M01/AF/6D/CgotOV3ki4iAOuo3AABbilI8DfA441.png,50-150人,"数据服务,信息安全",A轮,"['午餐补助', '带薪年假', '16到18薪', '法定节假日']",开发|测试|运维类,人工智能,机器学习,"['机器学习', '建模', '数据挖掘', '算法']","['机器学习', '建模', '数据挖掘', '算法']",[],2020/3/14 19:00,2天前发布,西湖区,,30000,1-3年,全职,本科,海量数据 全链路建模实践 16-18薪,threeDays,2020/3/16 09:30,8810336,1,2号线,丰潭路,2号线_古翠路;2号线_丰潭路,30.291494,120.113955,,0,0,0,0,0.3563076,,,,0,0,,0,0,0,,,0,0,[],FALSE
6677939,数据分析建模工程师（校招）,117422215,i/image2/M01/AF/6D/CgotOV3ki4iAOuo3AABbilI8DfA441.png,50-150人,"数据服务,信息安全",A轮,"['午餐补助', '带薪年假', '16到18薪', '法定节假日']",开发|测试|运维类,人工智能,算法工程师,"['机器学习', '建模', '算法', '数据挖掘']","['机器学习', '建模', '算法', '数据挖掘']",[],2020/3/14 19:00,2天前发布,西湖区,,36500,应届毕业生,全职,本科,海量数据 全链路建模实践 16-18薪,threeDays,2020/3/16 09:30,8810336,1,2号线,丰潭路,2号线_古翠路;2号线_丰潭路,30.291494,120.113955,,0,0,0,0,0.33860284,,,,1,0,,0,0,0,,,0,0,[],FALSE
6884346,数据分析师,21236,i/image/M00/43/F6/CgqKkVeEh76AUVPoAAA2Bj747wU630.jpg,500-2000人,"移动互联网,医疗丨健康",C轮,"['技能培训', '年底双薪', '节日礼物', '绩效奖金']",产品|需求|项目类,数据分析,数据分析,"['数据库', '商业', '数据分析', 'SQL']","['医疗健康', '数据库', '商业', '数据分析', 'SQL']","['医疗健康', '数据库', '商业', '数据分析', 'SQL']",2020/3/11 16:45,2020/3/11,萧山区,,25000,3-5年,全职,不限,大牛老板，开放环境，民生行业，龙头公司,threeDays,2020/3/16 09:49,1665167,1,,,,30.203078,120.247069,,96,1,0,0,0.31425884,,,,0,0,,0,0,0,,,0,0,[],FALSE
6849100,商业数据分析,72076,i/image2/M01/92/A4/CgotOV2LPUmAR_8dAAB_DlDMiXA157.png,500-2000人,"移动互联网,电商",C轮,"['节日礼物', '股票期权', '带薪年假', '年度旅游']",市场|商务类,市场|营销,商业数据分析,"['市场', '数据分析', '行业分析', '市场分析']","['电商', '市场', '数据分析', '行业分析', '市场分析']","['电商', '市场', '数据分析', '行业分析', '市场分析']",2020/3/14 17:38,2天前发布,余杭区,,35000,1-3年,全职,硕士,五险一金、带薪休假,threeDays,2020/3/14 17:38,1732416,1,,,,30.276694,119.990918,,2,3,0,0,0.28327557,,,,0,0,,0,0,0,,,0,0,[],FALSE
6803432,奔驰·耀出行-BI数据分析专家,751158,i/image3/M01/64/93/Cgq2xl48z2mAeYRoAAD6Qf_Jeq8574.JPG,150-500人,移动互联网,不需要融资,[],开发|测试|运维类,数据开发,数据分析,"['MySQL', '数据处理', '数据分析']","['MySQL', '数据处理', '数据分析']",[],2020/3/14 22:39,2天前发布,滨江区,['西兴'],30000,3-5年,全职,本科,奔驰 吉利 世界500强,threeDays,2020/3/14 22:39,4785643,1,1号线,滨和路,1号线_滨和路;1号线_江陵路;1号线_滨和路;1号线_江陵路,30.208562,120.219225,,63,1,0,0,0.2567185,,,,0,0,,0,0,0,,,0,0,[],FALSE
6704835,BI数据分析师,52840,i/image2/M00/26/CA/CgoB5lofsguAfk9ZAACoL3r4p24865.jpg,2000人以上,电商,上市公司,"['技能培训', '年底双薪', '节日礼物', '绩效奖金']",开发|测试|运维类,数据开发,数据分析,"['SQLServer', '数据分析']","['电商', '新零售', 'SQLServer', '数据分析']","['电商', '新零售', 'SQLServer', '数据分析']",2020/3/9 15:00,2020/3/9,余杭区,['仓前'],20000,3-5年,全职,本科,阿里巴巴；商业智能；,threeDays,2020/3/16 10:15,5846350,1,,,,30.280177,120.023521,"['16薪', '一年调薪2次']",0,0,0,0,0.28106248,,,,0,0,,0,0,0,,,0,0,[],TRUE
6728058,数据分析专家-LQ(J181203029),2474,i/image2/M01/14/4D/CgoB5lyq5fqAAHHzAAAa148hbk8636.jpg,2000人以上,汽车丨出行,不需要融资,"['弹性工作', '节日礼物', '岗位晋升', '技能培训']",产品|需求|项目类,数据分析,其他数据分析,[],['滴滴'],['滴滴'],2020/3/13 18:24,3天前发布,西湖区,,21500,5-10年,全职,本科,广阔平台诱人福利,disabled,2020/3/13 19:51,6799495,1,,,,30.290746,120.074315,,0,0,0,0,0.15934253,,,,0,0,,0,0,0,,,0,0,[],TRUE
